 kgrid  ValNew  Policy 
    0.85 -76.0605     0.85
 0.85015 -76.0452     0.85
  0.8503 -76.0299     0.85
 0.85045 -76.0147     0.85
  0.8506 -75.9994     0.85
 0.85075 -75.9843     0.85
  0.8509 -75.9691     0.85
0.851051  -75.954     0.85
0.851201 -75.9389     0.85
0.851351 -75.9238     0.85
0.851501 -75.9088     0.85
0.851651 -75.8937  0.85015
0.851801 -75.8787   0.8503
0.851951 -75.8637   0.8503
0.852101 -75.8487  0.85045
0.852251 -75.8338   0.8506
0.852401 -75.8188   0.8506
0.852551 -75.8039  0.85075
0.852701 -75.7889  0.85075
0.852851  -75.774   0.8509
0.853002 -75.7591 0.851051
0.853152 -75.7442 0.851201
0.853302 -75.7293 0.851201
0.853452 -75.7145 0.851351
0.853602 -75.6996 0.851351
0.853752 -75.6848 0.851501
0.853902 -75.6699 0.851651
0.854052 -75.6551 0.851801
0.854202 -75.6403 0.851801
0.854352 -75.6255 0.851951
0.854502 -75.6107 0.852101
0.854652  -75.596 0.852101
0.854802 -75.5812 0.852251
0.854952 -75.5664 0.852401
0.855103 -75.5517 0.852551
0.855253  -75.537 0.852551
0.855403 -75.5222 0.852701
0.855553 -75.5075 0.852851
0.855703 -75.4928 0.853002
0.855853 -75.4781 0.853002
0.856003 -75.4635 0.853152
0.856153 -75.4488 0.853302
0.856303 -75.4342 0.853302
0.856453 -75.4195 0.853452
0.856603 -75.4049 0.853602
0.856753 -75.3903 0.853752
0.856903 -75.3756 0.853752
0.857054  -75.361 0.853902
0.857204 -75.3465 0.854052
0.857354 -75.3319 0.854052
0.857504 -75.3173 0.854202
0.857654 -75.3027 0.854352
0.857804 -75.2882 0.854502
0.857954 -75.2737 0.854502
0.858104 -75.2591 0.854652
0.858254 -75.2446 0.854802
0.858404 -75.2301 0.854952
0.858554 -75.2156 0.854952
0.858704 -75.2011 0.855103
0.858854 -75.1867 0.855253
0.859005 -75.1722 0.855403
0.859155 -75.1577 0.855403
0.859305 -75.1433 0.855553
0.859455 -75.1289 0.855703
0.859605 -75.1145 0.855703
0.859755    -75.1 0.855853
0.859905 -75.0856 0.856003
0.860055 -75.0713 0.856153
0.860205 -75.0569 0.856153
0.860355 -75.0425 0.856303
0.860505 -75.0281 0.856453
0.860655 -75.0138 0.856603
0.860805 -74.9995 0.856603
0.860955 -74.9851 0.856753
0.861106 -74.9708 0.856903
0.861256 -74.9565 0.856903
0.861406 -74.9422 0.857054
0.861556 -74.9279 0.857204
0.861706 -74.9136 0.857354
0.861856 -74.8994 0.857354
0.862006 -74.8851 0.857504
0.862156 -74.8709 0.857654
0.862306 -74.8566 0.857804
0.862456 -74.8424 0.857804
0.862606 -74.8282 0.857954
0.862756  -74.814 0.858104
0.862906 -74.7998 0.858104
0.863057 -74.7856 0.858254
0.863207 -74.7714 0.858404
0.863357 -74.7573 0.858554
0.863507 -74.7431 0.858554
0.863657  -74.729 0.858704
0.863807 -74.7148 0.858854
0.863957 -74.7007 0.859005
0.864107 -74.6866 0.859005
0.864257 -74.6725 0.859155
0.864407 -74.6584 0.859305
0.864557 -74.6443 0.859455
0.864707 -74.6302 0.859455
0.864857 -74.6162 0.859605
0.865008 -74.6021 0.859755
0.865158 -74.5881 0.859905
0.865308  -74.574 0.859905
0.865458   -74.56 0.860055
0.865608  -74.546 0.860205
0.865758  -74.532 0.860205
0.865908  -74.518 0.860355
0.866058  -74.504 0.860505
0.866208   -74.49 0.860655
0.866358 -74.4761 0.860655
0.866508 -74.4621 0.860805
0.866658 -74.4482 0.860955
0.866808 -74.4342 0.861106
0.866958 -74.4203 0.861106
0.867109 -74.4064 0.861256
0.867259 -74.3925 0.861406
0.867409 -74.3786 0.861556
0.867559 -74.3647 0.861556
0.867709 -74.3508 0.861706
0.867859 -74.3369 0.861856
0.868009 -74.3231 0.862006
0.868159 -74.3092 0.862006
0.868309 -74.2954 0.862156
0.868459 -74.2816 0.862306
0.868609 -74.2677 0.862456
0.868759 -74.2539 0.862456
0.868909 -74.2401 0.862606
 0.86906 -74.2263 0.862756
 0.86921 -74.2125 0.862906
 0.86936 -74.1988 0.862906
 0.86951  -74.185 0.863057
 0.86966 -74.1712 0.863207
 0.86981 -74.1575 0.863357
 0.86996 -74.1438 0.863357
 0.87011   -74.13 0.863507
 0.87026 -74.1163 0.863657
 0.87041 -74.1026 0.863807
 0.87056 -74.0889 0.863807
 0.87071 -74.0752 0.863957
 0.87086 -74.0615 0.864107
0.871011 -74.0478 0.864257
